,arxiv_ids,titles,arxiv_links,pdf_link,authors,abstract,date,tag,doi
10,1704.00140,Physical inversion of the full IASI spectra: further validation and inter-comparison of O3 and OCS products,https://arxiv.org/abs/1704.00140,https://arxiv.org/pdf/1704.00140,"Giuliano Liuzzi, Guido Masiello, Carmine Serio, Sara Venafra, Claude Camy-Peyret","Results from the physical, simultaneous, inversion of the full IASI (Infrared Atmospheric Sounder Interferometer) spectra applied to the retrieval of surface temperature and emissivity, temperature, water vapour, ozone and HDO vertical profiles, and gas column abundance of CO2, CO, CH4, SO2, N2O, HNO3, NH3, OCS and CF4 have been updated with respect to the validation of OCS and O3 products. A case study has been set up and analysed, which consists of a two years long record of IASI spectra over sea surface in the Pacific Ocean close to the Mauna Loa (Hawaii) validation station. IASI O3 products have been intercompared with OMI (Ozone Monitoring Instrument) O3 retrievals, which, in contrast to IASI that uses the thermal infrared, are based on observation in the near ultra violet region of the electromagnetic spectrum. IASI OCS retrievals are compared to in situ flask observations. The IASI vs OMI comparison shows an excellent agreement with a correlation of 0.97 and a relative bias of approximately 1 Dobson Unit. For the case of OCS, we have found a good correlation of 0.75 for night time soundings. IASI captures the OCS seasonal cycle, although a relatively large negative bias of approximately -74 pptv is seen, which can be explained with a large spectroscopic error for OCS in the HITRAN 2008 version."," 8 February, 2021",stat.APastro-ph.IM,None
11,1612.09563,Revisiting the round bottom flask rainbow experiment,https://arxiv.org/abs/1612.09563,https://arxiv.org/pdf/1612.09563,"Markus Selmke, Sarah Selmke","A popular demonstration experiment in optics uses a round-bottom flask filled with water to project a circular rainbow on a screen with a hole through which the flask is illuminated. We show how the vessel's wall shifts the second-order and first-order bows towards each other and consequentially narrows down Alexander's dark band. We address the challenge this introduces in producing Alexander's dark band, and explain the importance of a sufficient distance of the flask to the screen. The wall-effect also introduces a splitting of the bows which can easily be misinterpreted."," 8 February, 2021",stat.APastro-ph.IM,None
12,1609.04504,cesium: Open-Source Platform for Time-Series Inference,https://arxiv.org/abs/1609.04504,https://arxiv.org/pdf/1609.04504,"Brett Naul, Stéfan van der Walt, Arien Crellin-Quick, Joshua S. Bloom, Fernando Pérez","Inference on time series data is a common requirement in many scientific disciplines and internet of things (IoT) applications, yet there are few resources available to domain scientists to easily, robustly, and repeatably build such complex inference workflows: traditional statistical models of time series are often too rigid to explain complex time domain behavior, while popular machine learning packages require already-featurized dataset inputs. Moreover, the software engineering tasks required to instantiate the computational platform are daunting. cesium is an end-to-end time series analysis framework, consisting of a Python library as well as a web front-end interface, that allows researchers to featurize raw data and apply modern machine learning techniques in a simple, reproducible, and extensible way. Users can apply out-of-the-box feature engineering workflows as well as save and replay their own analyses. Any steps taken in the front end can also be exported to a Jupyter notebook, so users can iterate between possible models within the front end and then fine-tune their analysis using the additional capabilities of the back-end library. The open-source packages make us of many use modern Python toolkits, including xarray, dask, Celery, Flask, and scikit-learn."," 8 February, 2021",stat.APastro-ph.IM,None
13,1602.08503,Improving lognormal models for cosmological fields,https://arxiv.org/abs/1602.08503,https://arxiv.org/pdf/1602.08503,"Henrique S. Xavier, Filipe B. Abdalla, Benjamin Joachimi","It is common practice in cosmology to model large-scale structure observables as lognormal random fields, and this approach has been successfully applied in the past to the matter density and weak lensing convergence fields separately. We argue that this approach has fundamental limitations which prevent its use for jointly modelling these two fields since the lognormal distribution's shape can prevent certain correlations to be attainable. Given the need of ongoing and future large-scale structure surveys for fast joint simulations of clustering and weak lensing, we propose two ways of overcoming these limitations. The first approach slightly distorts the power spectra of the fields using one of two algorithms that minimises either the absolute or the fractional distortions. The second one is by obtaining more accurate convergence marginal distributions, for which we provide a fitting function, by integrating the lognormal density along the line of sight. The latter approach also provides a way to determine directly from theory the skewness of the convergence distribution and, therefore, the parameters for a lognormal fit. We present the public code Full-sky Lognormal Astro-fields Simulation Kit (FLASK) which can make tomographic realisations on the sphere of an arbitrary number of correlated lognormal or Gaussian random fields by applying either of the two proposed solutions, and show that it can create joint simulations of clustering and lensing with sub-per-cent accuracy over relevant angular scales and redshift ranges."," 8 February, 2021",stat.APastro-ph.IM,None
14,1510.00458,Measurement of $α$-particle quenching in LAB based scintillator in independent small-scale experiments,https://arxiv.org/abs/1510.00458,https://arxiv.org/pdf/1510.00458,"B. von Krosigk, M. Chen, S. Hans, A. R. Junghans, T. Kögler, C. Kraus, L. Kuckert, X. Liu, R. Nolte, H. M. O'Keeffe, H. S. Wan Chan Tseung, J. R. Wilson, A. Wright, M. Yeh, K. Zuber","The $α$-particle light response of liquid scintillators based on linear alkylbenzene (LAB) has been measured with three different experimental approaches. In the first approach, $α$-particles were produced in the scintillator via $^{12}$C($n$,$α$)$^9$Be reactions. In the second approach, the scintillator was loaded with 2% of $^{\mathrm{nat}}$Sm providing an $α$-emitter, $^{147}$Sm, as an internal source. In the third approach, a scintillator flask was deployed into the water-filled SNO+ detector and the radioactive contaminants $^{222}$Rn, $^{218}$Po and $^{214}$Po provided the $α$-particle signal. The behavior of the observed $α$-particle light outputs are in agreement with each case successfully described by Birks' law. The resulting Birks parameter $kB$ ranges from $(0.0066\pm0.0016)$ cm/MeV to $(0.0076\pm0.0003)$ cm/MeV. In the first approach, the $α$-particle light response was measured simultaneously with the light response of recoil protons produced via neutron-proton elastic scattering. This enabled a first time a direct comparison of $kB$ describing the proton and the $α$-particle response of LAB based scintillator. The observed $kB$ values describing the two light response functions deviate by more than $5σ$. The presented results are valuable for all current and future detectors, using LAB based scintillator as target, since they depend on an accurate knowledge of the scintillator response to different particles."," 8 February, 2021",stat.APastro-ph.IM,None
15,1501.04691,Tracing the boundaries of materials in transparent vessels using computer vision,https://arxiv.org/abs/1501.04691,https://arxiv.org/pdf/1501.04691,Sagi Eppel,"Visual recognition of material boundaries in transparent vessels is valuable for numerous applications. Such recognition is essential for estimation of fill-level, volume and phase-boundaries as well as for tracking of such chemical processes as precipitation, crystallization, condensation, evaporation and phase-separation. The problem of material boundary recognition in images is particularly complex for materials with non-flat surfaces, i.e., solids, powders and viscous fluids, in which the material interfaces have unpredictable shapes. This work demonstrates a general method for finding the boundaries of materials inside transparent containers in images. The method uses an image of the transparent vessel containing the material and the boundary of the vessel in this image. The recognition is based on the assumption that the material boundary appears in the image in the form of a curve (with various constraints) whose endpoints are both positioned on the vessel contour. The probability that a curve matches the material boundary in the image is evaluated using a cost function based on some image properties along this curve. Several image properties were examined as indicators for the material boundary. The optimal boundary curve was found using Dijkstra's algorithm. The method was successfully examined for recognition of various types of phase-boundaries, including liquid-air, solid-air and solid-liquid interfaces, as well as for various types of glassware containers from everyday life and the chemistry laboratory (i.e., bottles, beakers, flasks, jars, columns, vials and separation-funnels). In addition, the method can be easily extended to materials carried on top of carrier vessels (i.e., plates, spoons, spatulas)."," 8 February, 2021",stat.APastro-ph.IM,None
16,1401.4897,Total and Partial Fragmentation Cross-Section of 500 MeV/nucleon Carbon Ions on Different Target Materials,https://arxiv.org/abs/1401.4897,https://arxiv.org/pdf/1401.4897,"Behcet Alpat, Ercan Pilicer, Sandor Blasko, Diego Caraffini, Francesco Di Capua, Vasile Postolache, Giorgio Saltanocchi, Mauro Menichelli, Laurent Desorgher, Marco Durante, Radek Pleskac, Chiara La Tessa","By using an experimental setup based on thin and thick double-sided microstrip silicon detectors, it has been possible to identify the fragmentation products due to the interaction of very high energy primary ions on different targets. Here we report total and partial cross-sections measured at GSI (Gesellschaft fur Schwerionenforschung), Darmstadt, for 500 MeV/n energy $^{12}C$ beam incident on water (in flasks), polyethylene, lucite, silicon carbide, graphite, aluminium, copper, iron, tin, tantalum and lead targets. The results are compared to the predictions of GEANT4 (v4.9.4) and FLUKA (v11.2) Monte Carlo simulation programs."," 8 February, 2021",stat.APastro-ph.IM,None
17,1104.5647,The magnetite as adsorbent for some hazardous species from aqueous solutions: A review,https://arxiv.org/abs/1104.5647,https://arxiv.org/pdf/1104.5647,"Tanya M. Petrova, Ludmil Fachikov, Jordan Hristov","The review refers to the adsorption/desorption possibility of the magnetite, both natural and synthetic, with respect to hazardous species dissolved in aqueous solutions. The analysis stresses the attention on typical contaminants such as uranium, cadmium, cobalt, europium and arsenic. Most of the studies, performed so far, are on a laboratory scale without any attempts to be applied at larger either pilot or industrial scales. This especially invokes an analysis addressing what it would be when the scale of application increases beyond that of the laboratory flask. This point is of primary importance when fashionable nano-scale magnetite particles are used for sorption. The choice of magnetite is special because this mineral exhibits strong magnetic properties easily allowing creation of devices and processes for both upstream (adsorption) and downstream/ deposition processes such as fixed bed adsorption, magnetically stabilized beds, magnetic separation, and remote deposition of dangerous materials."," 8 February, 2021",stat.APastro-ph.IM,None
18,1006.5709,Experimental search for the permanent electric dipole moment of an Na atom using special capacitor in the shape of Dewar flask,https://arxiv.org/abs/1006.5709,https://arxiv.org/pdf/1006.5709,Pei-Lin You,"Since the time of Rutherford it was commonly believed that with no electric field, the nucleus of an atom is at the centre of the electron cloud, so that all kinds of atoms do not have permanent electric dipole moment (EDM). In the fact, the idea is untested hypothesis. Using two special capacitors containing Sodium vapor we find the electric susceptibility Xe of Na atoms is directly proportional to its density N, and inversely to the absolute temperature T, as polar molecules. Xe=A+B/T, where A is approximately to zero, B=126.6 (K) and N=1.49*1020 m-3. A ground state neutral Na atom has a large permanent EDM: d( Na)=1.28*10-8e.cm. The non-zero observation of EDM in any non-degenerate system will be a direct proof of time-reversal violation in nature, and new example of CP violation occurred in Na atoms. We work out the most linear Stark shift of Na atoms is only 0.0033nm, and so its linear Stark effect has not been observed till now! The experimental Na material with purity 0.9995 is supplied by Strem Chemicals Co. USA. The previous measurements have given d(K), d(Rb) and d(Cs). These results can be repeated in other laboratories, we welcome anyone who is interested in the experiments to visit and examine them."," 8 February, 2021",stat.APastro-ph.IM,None
19,0902.4144,Analysis of the Conduction Heat Transfer in Cantilevers under Steady State Cryogenic Conditions,https://arxiv.org/abs/0902.4144,https://arxiv.org/pdf/0902.4144,Sever Spanulescu,"An accurate analysis of the conduction heat transfer in a cryogenic flask is made and some useful formulae are derived. Taking into account the temperature dependence of conductivity and tensile strength of the supporting rods for a helium cryostat, these formulae may provide more exact results than the the formulae based on simpler models. This allows the design of the supporting elements of a liquid helium cryostat with minimum cross-section (for minimizing the heat transfer)and proper mechanical resistance. Some examples of numerical results and tables are also presented."," 8 February, 2021",stat.APastro-ph.IM,None
20,0810.4971,Electrical properties of boron-doped MWNTs synthesized by hot-filament chemical vapor deposition,https://arxiv.org/abs/0810.4971,https://arxiv.org/pdf/0810.4971,"S. Ishii, M. Nagao, T. Watanabe, S. Tsuda, T. Yamaguchi, Y. Takano","We have synthesized a large amount of boron-doped multiwalled carbon nanotubes (MWNTs) by hot-filament chemical vapor deposition. The synthesis was carried out in a flask using a methanol solution of boric acid as a source material. The scanning electron microscopy, transmission electron microscopy, and micro-Raman spectroscopy were performed to evaluate the structural properties of the obtained MWNTs. In order to evaluate the electrical properties, temperature dependence of resistivity was measured in an individual MWNTs with four metal electrodes. The Ramman shifts suggest carrier injection into the boron-doped MWNTs, but the resistivity of the MWNTs was high and increased strongly with decreasing temperature. Defects induced by the plasma may cause this enhanced resistivity."," 8 February, 2021",stat.APastro-ph.IM,None
21,0808.3966,On the Direction of Casimir Forces,https://arxiv.org/abs/0808.3966,https://arxiv.org/pdf/0808.3966,Martin Schaden,The Casimir force due to a massless scalar field satisfying Dirichlet boundary conditions may attract or repel a piston in the neck of a flask-like container. Using the world-line formalism this behavior is related to the competing contribution to the interaction energy of two types of Brownian bridges. It qualitatively is also expected from attractive long-range two-body forces between constituents of the boundary. A geometric subtraction scheme is presented that avoids divergent contributions to the interaction energy and classifies the Brownian bridges that contribute to the force. These are all of finite length and the Casimir force can be analyzed and in principle accurately computed without resorting to regularization or analytic continuation. The world-line analysis is robust with respect to variations in the shape of the piston and the flask and the analogy with long-range forces suggests that neutral atoms and particles are also drawn into open-ended pipes (or nano-tubes) by Casimir forces of electromagnetic origin.," 8 February, 2021",stat.APastro-ph.IM,None
22,cond-mat/9903119,Reaction Diffusion and Ballistic Annihilation Near an Impenetrable Boundary,https://arxiv.org/abs/cond-mat/9903119,https://arxiv.org/pdf/cond-mat/9903119,"Y. Kafri, M. J. E. Richardson","The behavior of the single-species reaction process $A+A\to O$ is examined near an impenetrable boundary, representing the flask containing the reactants. Two types of dynamics are considered for the reactants: diffusive and ballistic propagation. It is shown that the effect of the boundary is quite different in both cases: diffusion-reaction leads to a density excess, whereas ballistic annihilation exhibits a density deficit, and in both cases the effect is not localized at the boundary but penetrates into the system. The field-theoretic renormalization group is used to obtain the universal properties of the density excess in two dimensions and below for the reaction-diffusion system. In one dimension the excess decays with the same exponent as the bulk and is found by an exact solution. In two dimensions the excess is marginally less relevant than the bulk decay and the density profile is again found exactly for late times from the RG-improved field theory. The results obtained for the diffusive case are relevant for Mg$^{2+}$ or Cd$^{2+}$ doping in the TMMC crystal's exciton coalescence process and also imply a surprising result for the dynamic magnetization in the critical one-dimensional Ising model with a fixed spin. For the case of ballistic reactants, a model is introduced and solved exactly in one dimension. The density-deficit profile is obtained, as is the density of left and right moving reactants near the impenetrable boundary."," 8 February, 2021",stat.APastro-ph.IM,None
23,hep-ph/9807512,Modelling Sonoluminescence,https://arxiv.org/abs/hep-ph/9807512,https://arxiv.org/pdf/hep-ph/9807512,"Alan Chodos, Sarah Groff","In single-bubble sonoluminescence, a bubble trapped by a sound wave in a flask of liquid is forced to expand and contract; exactly once per cycle, the bubble emits a very sharp ($< 50 ps$) pulse of visible light. This is a robust phenomenon observable to the naked eye, yet the mechanism whereby the light is produced is not well understood. One model that has been proposed is that the light is ""vacuum radiation"" generated by the coupling of the electromagnetic fields to the surface of the bubble. In this paper, we simulate vacuum radiation by solving Maxwell's equations with an additional term that couples the field to the bubble's motion. We show that, in the static case originally considered by Casimir, we reproduce Casimir's result. In a simple purely time-dependent example, we find that an instability occurs and the pulse of radiation grows exponentially. In the more realistic case of spherically-symmetric bubble motion, we again find exponential growth in the context of a small-radius approximation."," 8 February, 2021",stat.APastro-ph.IM,None
